pid,name,season,team,fol,tpa
2619,Jeff McInnis,1998-99,Washington Wizards,0,21
2619,Jeff McInnis,1999-00,Los Angeles Clippers,0,13
2619,Jeff McInnis,2000-01,Los Angeles Clippers,1,76
2619,Jeff McInnis,2001-02,Los Angeles Clippers,2,160
2619,Jeff McInnis,2002-03,Portland Trail Blazers,0,23
2619,Jeff McInnis,2003-04,Cleveland Cavaliers,0,52
2619,Jeff McInnis,2003-04,Portland Trail Blazers,1,36
2619,Jeff McInnis,2004-05,Cleveland Cavaliers,2,206
2619,Jeff McInnis,2005-06,Brooklyn Nets,1,9
2619,Jeff McInnis,2006-07,Charlotte Hornets,0,2
2619,Jeff McInnis,2007-08,Charlotte Hornets,0,7
2624,Derrick McKey,1998-99,Indiana Pacers,0,5
2624,Derrick McKey,1999-00,Indiana Pacers,2,20
2624,Derrick McKey,2000-01,Indiana Pacers,0,16
2624,Derrick McKey,2001-02,Philadelphia 76ers,0,10
2625,Aaron McKie,1998-99,Philadelphia 76ers,2,13
2625,Aaron McKie,1999-00,Philadelphia 76ers,1,81
2625,Aaron McKie,2000-01,Philadelphia 76ers,3,115
2625,Aaron McKie,2001-02,Philadelphia 76ers,1,75
2625,Aaron McKie,2002-03,Philadelphia 76ers,1,80
2625,Aaron McKie,2003-04,Philadelphia 76ers,3,118
2625,Aaron McKie,2004-05,Philadelphia 76ers,0,34
