pid,name,season,team,fol,tpa
487,Chucky Brown,1999-00,Charlotte Hornets,0,4
487,Chucky Brown,2000-01,Cleveland Cavaliers,0,1
487,Chucky Brown,2000-01,Golden State Warriors,0,2
488,Damone Brown,2001-02,Philadelphia 76ers,0,1
488,Damone Brown,2002-03,Toronto Raptors,0,1
488,Damone Brown,2003-04,Brooklyn Nets,1,0
488,Damone Brown,2004-05,Washington Wizards,0,6
490,Dee Brown,1998-99,Toronto Raptors,4,259
490,Dee Brown,1999-00,Toronto Raptors,2,137
490,Dee Brown,2000-01,Orlando Magic,1,30
490,Dee Brown,2001-02,Orlando Magic,0,6
491,Dee Brown,2006-07,Utah Jazz,0,25
491,Dee Brown,2008-09,Phoenix Suns,0,3
491,Dee Brown,2008-09,Washington Wizards,0,13
492,Derrick Brown,2009-10,Charlotte Hornets,0,3
492,Derrick Brown,2010-11,New York Knicks,0,2
492,Derrick Brown,2010-11,Charlotte Hornets,0,2
492,Derrick Brown,2011-12,Charlotte Hornets,0,15
493,Devin Brown,2002-03,Denver Nuggets,0,1
493,Devin Brown,2003-04,San Antonio Spurs,2,21
493,Devin Brown,2004-05,San Antonio Spurs,2,83
493,Devin Brown,2005-06,Utah Jazz,13,79
493,Devin Brown,2006-07,New Orleans Pelicans,4,182
493,Devin Brown,2007-08,Cleveland Cavaliers,2,99
493,Devin Brown,2008-09,New Orleans Pelicans,2,68
493,Devin Brown,2009-10,New Orleans Pelicans,6,104
493,Devin Brown,2009-10,Chicago Bulls,0,12
497,Gerald Brown,1998-99,Phoenix Suns,0,8
499,Jabari Brown,2014-15,Los Angeles Lakers,2,46
500,Jaylen Brown,2016-17,Boston Celtics,0,100
500,Jaylen Brown,2017-18,Boston Celtics,0,215
500,Jaylen Brown,2018-19,Boston Celtics,0,154
502,Kedrick Brown,2001-02,Boston Celtics,0,17
502,Kedrick Brown,2002-03,Boston Celtics,0,25
502,Kedrick Brown,2003-04,Boston Celtics,1,16
502,Kedrick Brown,2003-04,Cleveland Cavaliers,0,43
502,Kedrick Brown,2004-05,Philadelphia 76ers,0,2
503,Kwame Brown,2001-02,Washington Wizards,0,1
503,Kwame Brown,2002-03,Washington Wizards,0,2
503,Kwame Brown,2003-04,Washington Wizards,0,1
503,Kwame Brown,2005-06,Los Angeles Lakers,0,1
506,Lorenzo Brown,2013-14,Philadelphia 76ers,1,18
506,Lorenzo Brown,2014-15,Minnesota Timberwolves,1,23
506,Lorenzo Brown,2015-16,Phoenix Suns,0,3
506,Lorenzo Brown,2017-18,Toronto Raptors,0,7
506,Lorenzo Brown,2018-19,Toronto Raptors,0,17
507,Marcus Brown,1999-00,Detroit Pistons,0,2
508,Markel Brown,2014-15,Brooklyn Nets,0,51
508,Markel Brown,2015-16,Brooklyn Nets,0,86
508,Markel Brown,2017-18,Houston Rockets,0,4
511,P.J. Brown,2000-01,Charlotte Hornets,0,2
511,P.J. Brown,2002-03,New Orleans Pelicans,0,2
511,P.J. Brown,2007-08,Boston Celtics,0,2
512,Randy Brown,1998-99,Chicago Bulls,0,9
512,Randy Brown,1999-00,Chicago Bulls,1,1
516,Shannon Brown,2006-07,Cleveland Cavaliers,1,12
516,Shannon Brown,2007-08,Cleveland Cavaliers,2,17
516,Shannon Brown,2008-09,Los Angeles Lakers,1,19
516,Shannon Brown,2008-09,Charlotte Hornets,0,15
516,Shannon Brown,2009-10,Los Angeles Lakers,4,138
516,Shannon Brown,2010-11,Los Angeles Lakers,3,137
516,Shannon Brown,2011-12,Phoenix Suns,2,139
516,Shannon Brown,2012-13,Phoenix Suns,4,103
516,Shannon Brown,2013-14,San Antonio Spurs,0,2
516,Shannon Brown,2014-15,Miami Heat,0,5
518,Sterling Brown,2017-18,Milwaukee Bucks,0,50
518,Sterling Brown,2018-19,Milwaukee Bucks,0,77
519,Tierre Brown,2001-02,Houston Rockets,0,10
519,Tierre Brown,2004-05,Los Angeles Lakers,0,45
521,Troy Brown Jr.,2018-19,Washington Wizards,1,40
524,Jalen Brunson,2018-19,Dallas Mavericks,0,113
525,Rick Brunson,1998-99,New York Knicks,0,3
525,Rick Brunson,1999-00,New York Knicks,0,5
525,Rick Brunson,2000-01,Boston Celtics,0,4
525,Rick Brunson,2000-01,New York Knicks,0,1
525,Rick Brunson,2001-02,Portland Trail Blazers,2,9
525,Rick Brunson,2002-03,Chicago Bulls,0,6
525,Rick Brunson,2003-04,Chicago Bulls,0,8
525,Rick Brunson,2004-05,Los Angeles Clippers,0,73
525,Rick Brunson,2005-06,Houston Rockets,0,7
526,Nicolas Brussino,2016-17,Dallas Mavericks,0,61
526,Nicolas Brussino,2017-18,Atlanta Hawks,0,2
529,Kobe Bryant,1998-99,Los Angeles Lakers,6,61
529,Kobe Bryant,1999-00,Los Angeles Lakers,5,121
529,Kobe Bryant,2000-01,Los Angeles Lakers,9,125
529,Kobe Bryant,2001-02,Los Angeles Lakers,5,105
529,Kobe Bryant,2002-03,Los Angeles Lakers,15,253
529,Kobe Bryant,2003-04,Los Angeles Lakers,6,184
529,Kobe Bryant,2004-05,Los Angeles Lakers,7,232
529,Kobe Bryant,2005-06,Los Angeles Lakers,16,291
529,Kobe Bryant,2006-07,Los Angeles Lakers,10,230
529,Kobe Bryant,2007-08,Los Angeles Lakers,8,305
529,Kobe Bryant,2008-09,Los Angeles Lakers,18,249
529,Kobe Bryant,2009-10,Los Angeles Lakers,15,249
529,Kobe Bryant,2010-11,Los Angeles Lakers,10,217
529,Kobe Bryant,2011-12,Los Angeles Lakers,5,189
529,Kobe Bryant,2012-13,Los Angeles Lakers,17,252
529,Kobe Bryant,2013-14,Los Angeles Lakers,0,8
529,Kobe Bryant,2014-15,Los Angeles Lakers,2,121
529,Kobe Bryant,2015-16,Los Angeles Lakers,11,310
531,Thomas Bryant,2017-18,Los Angeles Lakers,0,5
531,Thomas Bryant,2018-19,Washington Wizards,0,60
537,Greg Buckner,1999-00,Dallas Mavericks,0,22
537,Greg Buckner,2000-01,Dallas Mavericks,0,7
537,Greg Buckner,2001-02,Dallas Mavericks,0,8
537,Greg Buckner,2002-03,Philadelphia 76ers,1,31
537,Greg Buckner,2003-04,Philadelphia 76ers,0,24
537,Greg Buckner,2004-05,Denver Nuggets,0,89
537,Greg Buckner,2005-06,Denver Nuggets,1,190
537,Greg Buckner,2006-07,Dallas Mavericks,0,72
537,Greg Buckner,2007-08,Minnesota Timberwolves,0,38
537,Greg Buckner,2008-09,Memphis Grizzlies,0,37
540,Chase Budinger,2009-10,Houston Rockets,1,173
540,Chase Budinger,2010-11,Houston Rockets,0,198
540,Chase Budinger,2011-12,Houston Rockets,3,146
540,Chase Budinger,2012-13,Minnesota Timberwolves,1,56
540,Chase Budinger,2013-14,Minnesota Timberwolves,1,100
540,Chase Budinger,2014-15,Minnesota Timberwolves,1,102
540,Chase Budinger,2015-16,Indiana Pacers,0,41
540,Chase Budinger,2015-16,Phoenix Suns,0,13
542,Jud Buechler,1998-99,Detroit Pistons,2,73
542,Jud Buechler,1999-00,Detroit Pistons,1,39
542,Jud Buechler,2000-01,Detroit Pistons,4,36
542,Jud Buechler,2001-02,Orlando Magic,1,32
542,Jud Buechler,2001-02,Phoenix Suns,0,5
543,Rodney Buford,1999-00,Miami Heat,4,20
543,Rodney Buford,2000-01,Philadelphia 76ers,0,24
543,Rodney Buford,2001-02,Memphis Grizzlies,3,50
543,Rodney Buford,2003-04,Sacramento Kings,0,2
543,Rodney Buford,2004-05,Brooklyn Nets,10,68
544,Matt Bullard,1998-99,Houston Rockets,2,48
544,Matt Bullard,1999-00,Houston Rockets,1,143
544,Matt Bullard,2000-01,Houston Rockets,0,155
544,Matt Bullard,2001-02,Charlotte Hornets,0,39
545,Reggie Bullock,2013-14,Los Angeles Clippers,0,49
545,Reggie Bullock,2014-15,Los Angeles Clippers,0,22
545,Reggie Bullock,2014-15,Phoenix Suns,0,6
545,Reggie Bullock,2015-16,Detroit Pistons,0,33
545,Reggie Bullock,2016-17,Detroit Pistons,0,43
545,Reggie Bullock,2017-18,Detroit Pistons,0,151
545,Reggie Bullock,2018-19,Los Angeles Lakers,1,53
545,Reggie Bullock,2018-19,Detroit Pistons,0,159
550,Pat Burke,2002-03,Orlando Magic,0,4
550,Pat Burke,2005-06,Phoenix Suns,0,5
550,Pat Burke,2006-07,Phoenix Suns,0,16
551,Trey Burke,2013-14,Utah Jazz,7,278
551,Trey Burke,2014-15,Utah Jazz,8,268
551,Trey Burke,2015-16,Utah Jazz,1,183
551,Trey Burke,2016-17,Washington Wizards,0,45
551,Trey Burke,2017-18,New York Knicks,1,62
551,Trey Burke,2018-19,Dallas Mavericks,0,42
551,Trey Burke,2018-19,New York Knicks,0,45
553,Alec Burks,2011-12,Utah Jazz,3,35
553,Alec Burks,2012-13,Utah Jazz,4,78
553,Alec Burks,2013-14,Utah Jazz,10,97
553,Alec Burks,2014-15,Utah Jazz,1,44
553,Alec Burks,2015-16,Utah Jazz,1,56
553,Alec Burks,2016-17,Utah Jazz,1,55
553,Alec Burks,2017-18,Utah Jazz,2,111
553,Alec Burks,2018-19,Cleveland Cavaliers,1,68
553,Alec Burks,2018-19,Sacramento Kings,0,3
553,Alec Burks,2018-19,Utah Jazz,0,28
554,Antonio Burks,2004-05,Memphis Grizzlies,1,7
554,Antonio Burks,2005-06,Memphis Grizzlies,0,3
555,Kevin Burleson,2005-06,Charlotte Hornets,0,44
561,Scott Burrell,1998-99,Brooklyn Nets,7,50
561,Scott Burrell,1999-00,Brooklyn Nets,6,165
561,Scott Burrell,2000-01,Charlotte Hornets,0,2
565,Deonte Burton,2018-19,Oklahoma City Thunder,0,19
567,Willie Burton,1998-99,Charlotte Hornets,0,1
573,Caron Butler,2002-03,Miami Heat,1,64
573,Caron Butler,2003-04,Miami Heat,1,31
573,Caron Butler,2004-05,Los Angeles Lakers,3,69
573,Caron Butler,2005-06,Washington Wizards,3,84
573,Caron Butler,2006-07,Washington Wizards,4,43
573,Caron Butler,2007-08,Washington Wizards,1,131
573,Caron Butler,2008-09,Washington Wizards,6,118
573,Caron Butler,2009-10,Dallas Mavericks,5,53
573,Caron Butler,2009-10,Washington Wizards,2,59
573,Caron Butler,2010-11,Dallas Mavericks,1,48
573,Caron Butler,2011-12,Los Angeles Clippers,5,188
573,Caron Butler,2012-13,Los Angeles Clippers,3,209
573,Caron Butler,2013-14,Milwaukee Bucks,4,91
573,Caron Butler,2013-14,Oklahoma City Thunder,0,109
573,Caron Butler,2014-15,Detroit Pistons,1,104
573,Caron Butler,2015-16,Sacramento Kings,1,15
577,Jimmy Butler,2011-12,Chicago Bulls,0,10
577,Jimmy Butler,2012-13,Chicago Bulls,0,97
577,Jimmy Butler,2013-14,Chicago Bulls,3,178
577,Jimmy Butler,2014-15,Chicago Bulls,3,182
577,Jimmy Butler,2015-16,Chicago Bulls,4,153
577,Jimmy Butler,2016-17,Chicago Bulls,4,203
577,Jimmy Butler,2017-18,Minnesota Timberwolves,2,147
577,Jimmy Butler,2018-19,Minnesota Timberwolves,0,32
577,Jimmy Butler,2018-19,Philadelphia 76ers,1,101
578,Mitchell Butler,1998-99,Cleveland Cavaliers,1,16
578,Mitchell Butler,2001-02,Portland Trail Blazers,0,2
578,Mitchell Butler,2003-04,Washington Wizards,1,19
579,Rasual Butler,2002-03,Miami Heat,3,126
579,Rasual Butler,2003-04,Miami Heat,1,79
579,Rasual Butler,2004-05,Miami Heat,2,121
579,Rasual Butler,2005-06,New Orleans Pelicans,1,182
579,Rasual Butler,2006-07,New Orleans Pelicans,1,270
579,Rasual Butler,2007-08,New Orleans Pelicans,0,103
579,Rasual Butler,2008-09,New Orleans Pelicans,3,253
579,Rasual Butler,2009-10,Los Angeles Clippers,3,272
579,Rasual Butler,2010-11,Chicago Bulls,0,3
579,Rasual Butler,2010-11,Los Angeles Clippers,0,60
579,Rasual Butler,2011-12,Toronto Raptors,0,48
579,Rasual Butler,2013-14,Indiana Pacers,0,41
579,Rasual Butler,2014-15,Washington Wizards,2,145
579,Rasual Butler,2015-16,San Antonio Spurs,0,34
580,Dwight Buycks,2013-14,Toronto Raptors,0,9
580,Dwight Buycks,2014-15,Los Angeles Lakers,0,9
580,Dwight Buycks,2017-18,Detroit Pistons,3,29
581,Derrick Byars,2011-12,San Antonio Spurs,0,3
583,Will Bynum,2005-06,Golden State Warriors,0,7
583,Will Bynum,2008-09,Detroit Pistons,1,8
583,Will Bynum,2009-10,Detroit Pistons,0,27
583,Will Bynum,2010-11,Detroit Pistons,0,27
583,Will Bynum,2011-12,Detroit Pistons,0,20
583,Will Bynum,2012-13,Detroit Pistons,0,42
583,Will Bynum,2013-14,Detroit Pistons,2,38
583,Will Bynum,2014-15,Washington Wizards,0,8
587,Zarko Cabarkapa,2003-04,Phoenix Suns,3,26
587,Zarko Cabarkapa,2004-05,Golden State Warriors,1,30
587,Zarko Cabarkapa,2005-06,Golden State Warriors,0,15
589,Bruno Caboclo,2014-15,Toronto Raptors,0,2
589,Bruno Caboclo,2015-16,Toronto Raptors,0,6
589,Bruno Caboclo,2016-17,Toronto Raptors,0,5
589,Bruno Caboclo,2017-18,Sacramento Kings,0,12
589,Bruno Caboclo,2017-18,Toronto Raptors,0,2
589,Bruno Caboclo,2018-19,Memphis Grizzlies,0,93
590,Jason Caffey,1999-00,Golden State Warriors,1,0
590,Jason Caffey,2001-02,Milwaukee Bucks,0,1
593,Nick Calathes,2013-14,Memphis Grizzlies,1,43
593,Nick Calathes,2014-15,Memphis Grizzlies,0,44
594,Jose Calderon,2005-06,Toronto Raptors,1,28
594,Jose Calderon,2006-07,Toronto Raptors,2,66
594,Jose Calderon,2007-08,Toronto Raptors,0,165
594,Jose Calderon,2008-09,Toronto Raptors,1,157
594,Jose Calderon,2009-10,Toronto Raptors,5,138
594,Jose Calderon,2010-11,Toronto Raptors,1,131
594,Jose Calderon,2011-12,Toronto Raptors,2,123
594,Jose Calderon,2012-13,Toronto Raptors,1,133
594,Jose Calderon,2012-13,Detroit Pistons,0,49
594,Jose Calderon,2013-14,Dallas Mavericks,5,367
594,Jose Calderon,2014-15,New York Knicks,2,114
594,Jose Calderon,2015-16,New York Knicks,0,169
594,Jose Calderon,2016-17,Atlanta Hawks,0,32
594,Jose Calderon,2016-17,Los Angeles Lakers,0,23
594,Jose Calderon,2017-18,Cleveland Cavaliers,1,61
594,Jose Calderon,2018-19,Detroit Pistons,0,26
598,Kentavious Caldwell-Pope,2013-14,Detroit Pistons,0,105
598,Kentavious Caldwell-Pope,2014-15,Detroit Pistons,2,235
598,Kentavious Caldwell-Pope,2015-16,Detroit Pistons,2,259
598,Kentavious Caldwell-Pope,2016-17,Detroit Pistons,0,279
598,Kentavious Caldwell-Pope,2017-18,Los Angeles Lakers,1,262
598,Kentavious Caldwell-Pope,2018-19,Los Angeles Lakers,0,258
607,Marcus Camby,1998-99,New York Knicks,0,1
607,Marcus Camby,1999-00,New York Knicks,0,1
607,Marcus Camby,2000-01,New York Knicks,0,1
607,Marcus Camby,2001-02,New York Knicks,0,1
607,Marcus Camby,2002-03,Denver Nuggets,0,3
607,Marcus Camby,2003-04,Denver Nuggets,2,2
607,Marcus Camby,2004-05,Denver Nuggets,0,3
607,Marcus Camby,2005-06,Denver Nuggets,2,8
607,Marcus Camby,2007-08,Denver Nuggets,3,9
607,Marcus Camby,2008-09,Los Angeles Clippers,0,1
607,Marcus Camby,2009-10,Los Angeles Clippers,1,1
607,Marcus Camby,2009-10,Portland Trail Blazers,0,1
607,Marcus Camby,2010-11,Portland Trail Blazers,1,0
607,Marcus Camby,2011-12,Houston Rockets,0,2
608,Elden Campbell,1999-00,Charlotte Hornets,0,3
608,Elden Campbell,2000-01,Charlotte Hornets,0,3
608,Elden Campbell,2001-02,Charlotte Hornets,0,2
608,Elden Campbell,2002-03,New Orleans Pelicans,0,1
610,Isaiah Canaan,2013-14,Houston Rockets,0,35
610,Isaiah Canaan,2014-15,Houston Rockets,1,56
610,Isaiah Canaan,2014-15,Philadelphia 76ers,0,100
610,Isaiah Canaan,2015-16,Philadelphia 76ers,1,290
610,Isaiah Canaan,2016-17,Chicago Bulls,0,75
610,Isaiah Canaan,2017-18,Phoenix Suns,0,35
610,Isaiah Canaan,2018-19,Milwaukee Bucks,0,2
610,Isaiah Canaan,2018-19,Minnesota Timberwolves,0,8
610,Isaiah Canaan,2018-19,Phoenix Suns,0,44
612,Clint Capela,2017-18,Houston Rockets,0,1
614,Brian Cardinal,2000-01,Detroit Pistons,0,1
614,Brian Cardinal,2002-03,Washington Wizards,0,1
614,Brian Cardinal,2003-04,Golden State Warriors,2,67
614,Brian Cardinal,2004-05,Memphis Grizzlies,0,102
614,Brian Cardinal,2005-06,Memphis Grizzlies,1,22
614,Brian Cardinal,2006-07,Memphis Grizzlies,1,33
614,Brian Cardinal,2007-08,Memphis Grizzlies,0,50
614,Brian Cardinal,2008-09,Minnesota Timberwolves,2,67
614,Brian Cardinal,2009-10,Minnesota Timberwolves,0,2
614,Brian Cardinal,2010-11,Dallas Mavericks,0,59
614,Brian Cardinal,2011-12,Dallas Mavericks,1,30
622,Rodney Carney,2006-07,Philadelphia 76ers,1,40
622,Rodney Carney,2007-08,Philadelphia 76ers,2,80
622,Rodney Carney,2008-09,Minnesota Timberwolves,0,144
622,Rodney Carney,2009-10,Philadelphia 76ers,1,89
622,Rodney Carney,2010-11,Golden State Warriors,0,25
622,Rodney Carney,2010-11,Memphis Grizzlies,0,1
624,Antoine Carr,1998-99,Houston Rockets,0,1
626,Chris Carr,1998-99,Minnesota Timberwolves,0,8
626,Chris Carr,1998-99,Brooklyn Nets,0,55
626,Chris Carr,1999-00,Chicago Bulls,2,73
626,Chris Carr,1999-00,Golden State Warriors,0,6
626,Chris Carr,2000-01,Boston Celtics,0,28
627,Cory Carr,1998-99,Chicago Bulls,3,20
631,DeMarre Carroll,2009-10,Memphis Grizzlies,0,3
631,DeMarre Carroll,2011-12,Utah Jazz,1,16
631,DeMarre Carroll,2012-13,Utah Jazz,7,45
631,DeMarre Carroll,2013-14,Atlanta Hawks,2,201
631,DeMarre Carroll,2014-15,Atlanta Hawks,2,255
631,DeMarre Carroll,2015-16,Toronto Raptors,3,137
631,DeMarre Carroll,2016-17,Toronto Raptors,0,229
631,DeMarre Carroll,2017-18,Brooklyn Nets,0,262
631,DeMarre Carroll,2018-19,Brooklyn Nets,5,216
633,Matt Carroll,2003-04,Portland Trail Blazers,0,3
633,Matt Carroll,2004-05,Charlotte Hornets,1,20
633,Matt Carroll,2005-06,Charlotte Hornets,5,115
633,Matt Carroll,2006-07,Charlotte Hornets,8,162
633,Matt Carroll,2007-08,Charlotte Hornets,3,151
633,Matt Carroll,2008-09,Dallas Mavericks,0,5
633,Matt Carroll,2008-09,Charlotte Hornets,2,29
633,Matt Carroll,2009-10,Dallas Mavericks,0,11
633,Matt Carroll,2010-11,Charlotte Hornets,1,29
633,Matt Carroll,2011-12,Charlotte Hornets,0,30
635,Anthony Carter,1999-00,Miami Heat,5,13
635,Anthony Carter,2000-01,Miami Heat,4,23
635,Anthony Carter,2001-02,Miami Heat,0,5
635,Anthony Carter,2002-03,Miami Heat,0,1
635,Anthony Carter,2003-04,San Antonio Spurs,0,1
635,Anthony Carter,2004-05,Minnesota Timberwolves,0,5
635,Anthony Carter,2005-06,Minnesota Timberwolves,0,8
635,Anthony Carter,2006-07,Denver Nuggets,0,1
635,Anthony Carter,2007-08,Denver Nuggets,1,87
635,Anthony Carter,2008-09,Denver Nuggets,4,66
635,Anthony Carter,2009-10,Denver Nuggets,0,38
635,Anthony Carter,2010-11,Denver Nuggets,0,8
635,Anthony Carter,2010-11,New York Knicks,0,23
635,Anthony Carter,2011-12,Toronto Raptors,0,7
641,Jevon Carter,2018-19,Memphis Grizzlies,2,53
642,Maurice Carter,2003-04,New Orleans Pelicans,0,2
642,Maurice Carter,2003-04,Los Angeles Lakers,0,1
645,Vince Carter,1998-99,Toronto Raptors,2,50
645,Vince Carter,1999-00,Toronto Raptors,12,192
645,Vince Carter,2000-01,Toronto Raptors,10,335
645,Vince Carter,2001-02,Toronto Raptors,4,255
645,Vince Carter,2002-03,Toronto Raptors,4,110
645,Vince Carter,2003-04,Toronto Raptors,8,179
645,Vince Carter,2004-05,Brooklyn Nets,10,199
645,Vince Carter,2004-05,Toronto Raptors,2,40
645,Vince Carter,2005-06,Brooklyn Nets,11,274
645,Vince Carter,2006-07,Brooklyn Nets,6,346
645,Vince Carter,2007-08,Brooklyn Nets,6,195
645,Vince Carter,2008-09,Brooklyn Nets,12,232
645,Vince Carter,2009-10,Orlando Magic,6,254
645,Vince Carter,2010-11,Orlando Magic,0,51
645,Vince Carter,2010-11,Phoenix Suns,3,169
645,Vince Carter,2011-12,Dallas Mavericks,5,171
645,Vince Carter,2012-13,Dallas Mavericks,5,292
645,Vince Carter,2013-14,Dallas Mavericks,3,287
645,Vince Carter,2014-15,Memphis Grizzlies,3,167
645,Vince Carter,2015-16,Memphis Grizzlies,4,120
645,Vince Carter,2016-17,Memphis Grizzlies,1,209
645,Vince Carter,2017-18,Sacramento Kings,0,104
645,Vince Carter,2018-19,Atlanta Hawks,1,169
646,Wendell Carter Jr.,2018-19,Chicago Bulls,0,21
647,Michael Carter-Williams,2013-14,Philadelphia 76ers,1,144
647,Michael Carter-Williams,2014-15,Milwaukee Bucks,0,17
647,Michael Carter-Williams,2014-15,Philadelphia 76ers,1,92
647,Michael Carter-Williams,2015-16,Milwaukee Bucks,0,33
647,Michael Carter-Williams,2016-17,Chicago Bulls,0,45
647,Michael Carter-Williams,2017-18,Charlotte Hornets,1,34
647,Michael Carter-Williams,2018-19,Houston Rockets,0,7
647,Michael Carter-Williams,2018-19,Orlando Magic,0,15
650,Alex Caruso,2017-18,Los Angeles Lakers,0,27
650,Alex Caruso,2018-19,Los Angeles Lakers,0,30
652,Sam Cassell,1998-99,Milwaukee Bucks,0,2
652,Sam Cassell,1998-99,Brooklyn Nets,0,6
652,Sam Cassell,1999-00,Milwaukee Bucks,1,64
652,Sam Cassell,2000-01,Milwaukee Bucks,2,75
652,Sam Cassell,2001-02,Milwaukee Bucks,3,144
652,Sam Cassell,2002-03,Milwaukee Bucks,1,138
652,Sam Cassell,2003-04,Minnesota Timberwolves,8,215
652,Sam Cassell,2004-05,Minnesota Timberwolves,4,80
652,Sam Cassell,2005-06,Los Angeles Clippers,7,159
652,Sam Cassell,2006-07,Los Angeles Clippers,2,74
652,Sam Cassell,2007-08,Boston Celtics,3,33
652,Sam Cassell,2007-08,Los Angeles Clippers,1,32
653,Omri Casspi,2009-10,Sacramento Kings,2,151
653,Omri Casspi,2010-11,Sacramento Kings,0,174
653,Omri Casspi,2011-12,Cleveland Cavaliers,0,125
653,Omri Casspi,2012-13,Cleveland Cavaliers,0,43
653,Omri Casspi,2013-14,Houston Rockets,2,144
653,Omri Casspi,2014-15,Sacramento Kings,2,71
653,Omri Casspi,2015-16,Sacramento Kings,0,169
653,Omri Casspi,2016-17,New Orleans Pelicans,0,2
653,Omri Casspi,2016-17,Minnesota Timberwolves,0,8
653,Omri Casspi,2016-17,Sacramento Kings,0,18
653,Omri Casspi,2017-18,Golden State Warriors,0,11
653,Omri Casspi,2018-19,Memphis Grizzlies,0,23
657,Kelvin Cato,1998-99,Portland Trail Blazers,0,1
657,Kelvin Cato,1999-00,Houston Rockets,0,2
659,Willie Cauley-Stein,2015-16,Sacramento Kings,0,2
659,Willie Cauley-Stein,2017-18,Sacramento Kings,1,8
659,Willie Cauley-Stein,2018-19,Sacramento Kings,0,1
660,Troy Caupain,2018-19,Orlando Magic,0,2
662,Tyler Cavanaugh,2017-18,Atlanta Hawks,0,61
662,Tyler Cavanaugh,2018-19,Utah Jazz,0,3
664,Cedric Ceballos,1998-99,Dallas Mavericks,2,23
664,Cedric Ceballos,1999-00,Dallas Mavericks,3,74
664,Cedric Ceballos,2000-01,Miami Heat,0,24
664,Cedric Ceballos,2000-01,Detroit Pistons,0,18
665,John Celestand,1999-00,Los Angeles Lakers,0,7
667,Lionel Chalmers,2004-05,Los Angeles Clippers,1,33
668,Mario Chalmers,2008-09,Miami Heat,4,263
668,Mario Chalmers,2009-10,Miami Heat,1,196
668,Mario Chalmers,2010-11,Miami Heat,1,219
668,Mario Chalmers,2011-12,Miami Heat,3,253
668,Mario Chalmers,2012-13,Miami Heat,0,249
668,Mario Chalmers,2013-14,Miami Heat,0,186
668,Mario Chalmers,2014-15,Miami Heat,1,166
668,Mario Chalmers,2015-16,Miami Heat,0,7
668,Mario Chalmers,2015-16,Memphis Grizzlies,0,102
668,Mario Chalmers,2017-18,Memphis Grizzlies,0,113
674,Tyson Chandler,2005-06,Chicago Bulls,0,1
674,Tyson Chandler,2011-12,New York Knicks,0,1
674,Tyson Chandler,2018-19,Los Angeles Lakers,0,1
675,Wilson Chandler,2007-08,New York Knicks,0,18
675,Wilson Chandler,2008-09,New York Knicks,4,235
675,Wilson Chandler,2009-10,New York Knicks,2,110
675,Wilson Chandler,2010-11,Denver Nuggets,0,57
675,Wilson Chandler,2010-11,New York Knicks,2,178
675,Wilson Chandler,2011-12,Denver Nuggets,0,10
675,Wilson Chandler,2012-13,Denver Nuggets,0,100
675,Wilson Chandler,2013-14,Denver Nuggets,0,231
675,Wilson Chandler,2014-15,Denver Nuggets,0,253
675,Wilson Chandler,2016-17,Denver Nuggets,2,213
675,Wilson Chandler,2017-18,Denver Nuggets,0,153
675,Wilson Chandler,2018-19,Los Angeles Clippers,1,18
675,Wilson Chandler,2018-19,Philadelphia 76ers,0,46
678,Rex Chapman,1998-99,Phoenix Suns,8,127
678,Rex Chapman,1999-00,Phoenix Suns,3,92
683,Calbert Cheaney,1998-99,Washington Wizards,1,25
683,Calbert Cheaney,1999-00,Boston Celtics,3,22
683,Calbert Cheaney,2001-02,Denver Nuggets,1,2
683,Calbert Cheaney,2002-03,Utah Jazz,2,14
683,Calbert Cheaney,2003-04,Golden State Warriors,0,5
683,Calbert Cheaney,2004-05,Golden State Warriors,2,1
683,Calbert Cheaney,2005-06,Golden State Warriors,0,3
686,Will Cherry,2014-15,Cleveland Cavaliers,0,5
688,Pete Chilcutt,1998-99,Memphis Grizzlies,1,55
688,Pete Chilcutt,1999-00,Los Angeles Clippers,0,10
688,Pete Chilcutt,1999-00,Utah Jazz,1,7
689,Josh Childress,2004-05,Atlanta Hawks,0,30
689,Josh Childress,2005-06,Atlanta Hawks,0,43
689,Josh Childress,2006-07,Atlanta Hawks,0,50
689,Josh Childress,2007-08,Atlanta Hawks,1,38
689,Josh Childress,2010-11,Phoenix Suns,0,12
689,Josh Childress,2011-12,Phoenix Suns,0,20
691,Chris Childs,1998-99,New York Knicks,3,89
691,Chris Childs,1999-00,New York Knicks,6,95
691,Chris Childs,2000-01,New York Knicks,1,45
691,Chris Childs,2000-01,Toronto Raptors,0,55
691,Chris Childs,2001-02,Toronto Raptors,1,91
691,Chris Childs,2002-03,Brooklyn Nets,0,3
692,Chris Chiozza,2018-19,Houston Rockets,0,2
695,Marquese Chriss,2016-17,Phoenix Suns,0,161
695,Marquese Chriss,2017-18,Phoenix Suns,1,133
695,Marquese Chriss,2018-19,Cleveland Cavaliers,0,29
695,Marquese Chriss,2018-19,Houston Rockets,0,8
699,Doug Christie,1998-99,Toronto Raptors,2,108
699,Doug Christie,1999-00,Toronto Raptors,3,185
699,Doug Christie,2000-01,Sacramento Kings,2,198
699,Doug Christie,2001-02,Sacramento Kings,5,225
699,Doug Christie,2002-03,Sacramento Kings,8,166
699,Doug Christie,2003-04,Sacramento Kings,16,127
699,Doug Christie,2004-05,Orlando Magic,1,11
699,Doug Christie,2004-05,Sacramento Kings,4,27
699,Doug Christie,2005-06,Dallas Mavericks,0,1
